2,с/с,Сафаровский;;;;;;;;;;;;;;;;;;;;;;;;;;
2,с/с,Сейтяковский;;;;;;;;;;;;;;;;;;;;;;;;;;
2,с/с,Стерлибашевский;;;;;;;;;;;;;;;;;;;;;;;;;;
2,с/с,Туялясский;;;;;;;;;;;;;;;;;;;;;;;;;;
2,с/с,Черкасский;;;;;;;;;;;;;;;;;;;;;;;;;;
2,с/с,Чесноковский;;;;;;;;;;;;;;;;;;;;;;;;;;
2,с/с,Чуваш-Кубовский;;;;;;;;;;;;;;;;;;;;;;;;;;
3,г.,Бабушкин;;;;;;;;;;;;;;;;;;;;;;;;;;
3,г.,Гусиноозерск;;;;;;;;;;;;;;;;;;;;;;;;;;
3,г.,Закаменск;;;;;;;;;;;;;;;;;;;;;;;;;;
3,г.,Кяхта;;;;;;;;;;;;;;;;;;;;;;;;;;
3,г.,Северобайкальск;;;;;;;;;;;;;;;;;;;;;;;;;;
3,г.,Улан-Удэ;;;;;;;;;;;;;;;;;;;;;;;;;;
4,г.,Горно-Алтайск;;;;;;;;;;;;;;;;;;;;;;;;;;
5,г.,Буйнакск;;;;;;;;;;;;;;;;;;;;;;;;;;
5,г.,Дагестанские;Огни;;;;;;;;;;;;;;;;;;;;;;;;;
5,г.,Дербент;;;;;;;;;;;;;;;;;;;;;;;;;;
5,г.,Избербаш;;;;;;;;;;;;;;;;;;;;;;;;;;
5,г.,Каспийск;;;;;;;;;;;;;;;;;;;;;;;;;;
5,г.,Кизилюрт;;;;;;;;;;;;;;;;;;;;;;;;;;
5,г.,Кизляр;;;;;;;;;;;;;;;;;;;;;;;;;;
5,г.,Махачкала;;;;;;;;;;;;;;;;;;;;;;;;;;
5,г.,Хасавюрт;;;;;;;;;;;;;;;;;;;;;;;;;;
5,г.,Южно-Сухокумск;;;;;;;;;;;;;;;;;;;;;;;;;;
6,г.,Карабулак;;;;;;;;;;;;;;;;;;;;;;;;;;
6,г.,Магас;;;;;;;;;;;;;;;;;;;;;;;;;;
6,г.,Малгобек;;;;;;;;;;;;;;;;;;;;;;;;;;
6,г.,Назрань;;;;;;;;;;;;;;;;;;;;;;;;;;
6,г.,Сунжа;;;;;;;;;;;;;;;;;;;;;;;;;;
7,г.,Баксан;;;;;;;;;;;;;;;;;;;;;;;;;;
7,г.,Майский;;;;;;;;;;;;;;;;;;;;;;;;;;
7,г.,Нальчик;;;;;;;;;;;;;;;;;;;;;;;;;;
7,г.,Нарткала;;;;;;;;;;;;;;;;;;;;;;;;;;
7,г.,Прохладный;;;;;;;;;;;;;;;;;;;;;;;;;;
7,г.,Терек;;;;;;;;;;;;;;;;;;;;;;;;;;
7,г.,Тырныауз;;;;;;;;;;;;;;;;;;;;;;;;;;
7,г.,Чегем;;;;;;;;;;;;;;;;;;;;;;;;;;
8,г.,Городовиковск;;;;;;;;;;;;;;;;;;;;;;;;;;
8,г.,Лагань;;;;;;;;;;;;;;;;;;;;;;;;;;
8,г.,Элиста;;;;;;;;;;;;;;;;;;;;;;;;;;
9,г.,Карачаевск;;;;;;;;;;;;;;;;;;;;;;;;;;
9,г.,Теберда;;;;;;;;;;;;;;;;;;;;;;;;;;
9,г.,Усть-Джегута;;;;;;;;;;;;;;;;;;;;;;;;;;
9,г.,Черкесск;;;;;;;;;;;;;;;;;;;;;;;;;;
10,г.,Беломорск;;;;;;;;;;;;;;;;;;;;;;;;;;
10,г.,Кемь;;;;;;;;;;;;;;;;;;;;;;;;;;
10,г.,Кондопога;;;;;;;;;;;;;;;;;;;;;;;;;;
10,г.,Костомукша;;;;;;;;;;;;;;;;;;;;;;;;;;
10,г.,Лахденпохья;;;;;;;;;;;;;;;;;;;;;;;;;;
10,г.,Медвежьегорск;;;;;;;;;;;;;;;;;;;;;;;;;;
10,г.,Олонец;;;;;;;;;;;;;;;;;;;;;;;;;;
10,г.,Петрозаводск;;;;;;;;;;;;;;;;;;;;;;;;;;
10,г.,Питкяранта;;;;;;;;;;;;;;;;;;;;;;;;;;
10,г.,Сегежа;;;;;;;;;;;;;;;;;;;;;;;;;;
10,г.,Сортавала;;;;;;;;;;;;;;;;;;;;;;;;;;
10,г.,Пудож;;;;;;;;;;;;;;;;;;;;;;;;;;
10,г.,Суоярви;;;;;;;;;;;;;;;;;;;;;;;;;;
11,г.,Воркута;;;;;;;;;;;;;;;;;;;;;;;;;;
11,г.,Вуктыл;;;;;;;;;;;;;;;;;;;;;;;;;;
11,г.,Емва;;;;;;;;;;;;;;;;;;;;;;;;;;
11,г.,Инта;;;;;;;;;;;;;;;;;;;;;;;;;;
11,г.,Микунь;;;;;;;;;;;;;;;;;;;;;;;;;;
11,г.,Печора;;;;;;;;;;;;;;;;;;;;;;;;;;
11,г.,Сосногорск;;;;;;;;;;;;;;;;;;;;;;;;;;
11,г.,Сыктывкар;;;;;;;;;;;;;;;;;;;;;;;;;;
11,г.,Усинск;;;;;;;;;;;;;;;;;;;;;;;;;;
11,г.,Ухта;;;;;;;;;;;;;;;;;;;;;;;;;;
12,г.,Волжск;;;;;;;;;;;;;;;;;;;;;;;;;;
12,г.,Звенигово;;;;;;;;;;;;;;;;;;;;;;;;;;
12,г.,Йошкар-Ола;;;;;;;;;;;;;;;;;;;;;;;;;;
12,г.,Козьмодемьянск;;;;;;;;;;;;;;;;;;;;;;;;;;
13,г.,Ардатов;;;;;;;;;;;;;;;;;;;;;;;;;;
13,г.,Инсар;;;;;;;;;;;;;;;;;;;;;;;;;;
13,г.,Ковылкино;;;;;;;;;;;;;;;;;;;;;;;;;;
13,г.,Краснослободск;;;;;;;;;;;;;;;;;;;;;;;;;;
13,г.,Рузаевка;;;;;;;;;;;;;;;;;;;;;;;;;;
13,г.,Саранск;;;;;;;;;;;;;;;;;;;;;;;;;;
13,г.,Темников;;;;;;;;;;;;;;;;;;;;;;;;;;
14,г.,Алдан;;;;;;;;;;;;;;;;;;;;;;;;;;
14,г.,Верхоянск;;;;;;;;;;;;;;;;;;;;;;;;;;
14,г.,Вилюйск;;;;;;;;;;;;;;;;;;;;;;;;;;
14,г.,Ленск;;;;;;;;;;;;;;;;;;;;;;;;;;
14,г.,Мирный;;;;;;;;;;;;;;;;;;;;;;;;;;
14,г.,Нерюнгри;;;;;;;;;;;;;;;;;;;;;;;;;;
14,г.,Нюрба;;;;;;;;;;;;;;;;;;;;;;;;;;
14,г.,Олекминск;;;;;;;;;;;;;;;;;;;;;;;;;;
14,г.,Покровск;;;;;;;;;;;;;;;;;;;;;;;;;;
14,г.,Среднеколымск;;;;;;;;;;;;;;;;;;;;;;;;;;
14,г.,Томмот;;;;;;;;;;;;;;;;;;;;;;;;;;
14,г.,Удачный;;;;;;;;;;;;;;;;;;;;;;;;;;
14,г.,Якутск;;;;;;;;;;;;;;;;;;;;;;;;;;
15,г.,Алагир;;;;;;;;;;;;;;;;;;;;;;;;;;
15,г.,Ардон;;;;;;;;;;;;;;;;;;;;;;;;;;
15,г.,Беслан;;;;;;;;;;;;;;;;;;;;;;;;;;
15,г.,Владикавказ;;;;;;;;;;;;;;;;;;;;;;;;;;
15,г.,Дигора;;;;;;;;;;;;;;;;;;;;;;;;;;
15,г.,Моздок;;;;;;;;;;;;;;;;;;;;;;;;;;
16,г.,Агрыз;;;;;;;;;;;;;;;;;;;;;;;;;;
16,г.,Азнакаево;;;;;;;;;;;;;;;;;;;;;;;;;;
16,г.,Альметьевск;;;;;;;;;;;;;;;;;;;;;;;;;;
16,г.,Арск;;;;;;;;;;;;;;;;;;;;;;;;;;
16,г.,Бавлы;;;;;;;;;;;;;;;;;;;;;;;;;;
16,г.,Болгар;;;;;;;;;;;;;;;;;;;;;;;;;;
16,г.,Бугульма;;;;;;;;;;;;;;;;;;;;;;;;;;
16,г.,Буинск;;;;;;;;;;;;;;;;;;;;;;;;;;
16,г.,Елабуга;;;;;;;;;;;;;;;;;;;;;;;;;;
16,г.,Заинск;;;;;;;;;;;;;;;;;;;;;;;;;;
16,г.,Зеленодольск;;;;;;;;;;;;;;;;;;;;;;;;;;
16,г.,Иннополис;;;;;;;;;;;;;;;;;;;;;;;;;;
16,г.,Казань;;;;;;;;;;;;;;;;;;;;;;;;;;
16,г.,Лаишево;;;;;;;;;;;;;;;;;;;;;;;;;;
16,г.,Лениногорск;;;;;;;;;;;;;;;;;;;;;;;;;;
16,г.,Мамадыш;;;;;;;;;;;;;;;;;;;;;;;;;;
16,г.,Менделеевск;;;;;;;;;;;;;;;;;;;;;;;;;;
16,г.,Мензелинск;;;;;;;;;;;;;;;;;;;;;;;;;;
16,г.,Набережные;Челны;;;;;;;;;;;;;;;;;;;;;;;;;
16,г.,Нижнекамск;;;;;;;;;;;;;;;;;;;;;;;;;;
16,г.,Нурлат;;;;;;;;;;;;;;;;;;;;;;;;;;
16,г.,Тетюши;;;;;;;;;;;;;;;;;;;;;;;;;;
16,г.,Чистополь;;;;;;;;;;;;;;;;;;;;;;;;;;
16,г.,Кукмор;;;;;;;;;;;;;;;;;;;;;;;;;;
17,г.,Ак-Довурак;;;;;;;;;;;;;;;;;;;;;;;;;;
17,г.,Кызыл;;;;;;;;;;;;;;;;;;;;;;;;;;
17,г.,Туран;;;;;;;;;;;;;;;;;;;;;;;;;;
17,г.,Чадан;;;;;;;;;;;;;;;;;;;;;;;;;;
17,г.,Шагонар;;;;;;;;;;;;;;;;;;;;;;;;;;
18,г.,Воткинск;;;;;;;;;;;;;;;;;;;;;;;;;;
18,г.,Ижевск;;;;;;;;;;;;;;;;;;;;;;;;;;
18,г.,Камбарка;;;;;;;;;;;;;;;;;;;;;;;;;;
18,г.,Можга;;;;;;;;;;;;;;;;;;;;;;;;;;
18,г.,Сарапул;;;;;;;;;;;;;;;;;;;;;;;;;;
18,г.,Глазов;;;;;;;;;;;;;;;;;;;;;;;;;;
19,г.,Абаза;;;;;;;;;;;;;;;;;;;;;;;;;;
19,г.,Абакан;;;;;;;;;;;;;;;;;;;;;;;;;;
19,г.,Саяногорск;;;;;;;;;;;;;;;;;;;;;;;;;;
19,г.,Сорск;;;;;;;;;;;;;;;;;;;;;;;;;;
19,г.,Черногорск;;;;;;;;;;;;;;;;;;;;;;;;;;
19,с/с,Аршановский;;;;;;;;;;;;;;;;;;;;;;;;;;
19,с/с,Аскизский;;;;;;;;;;;;;;;;;;;;;;;;;;
19,с/с,Бейский;;;;;;;;;;;;;;;;;;;;;;;;;;
19,с/с,Боградский;;;;;;;;;;;;;;;;;;;;;;;;;;
19,с/с,Ширинский;;;;;;;;;;;;;;;;;;;;;;;;;;
20,г.,Аргун;;;;;;;;;;;;;;;;;;;;;;;;;;
20,г.,Грозный;;;;;;;;;;;;;;;;;;;;;;;;;;
20,г.,Гудермес;;;;;;;;;;;;;;;;;;;;;;;;;;
20,г.,Шали;;;;;;;;;;;;;;;;;;;;;;;;;;
20,г.,Ачхой-Мартан;;;;;;;;;;;;;;;;;;;;;;;;;;
20,г.,Курчалой;;;;;;;;;;;;;;;;;;;;;;;;;;
20,г.,Наурская;;;;;;;;;;;;;;;;;;;;;;;;;;
20,г.,Ойсхара;;;;;;;;;;;;;;;;;;;;;;;;;;
20,г.,Серноводское;;;;;;;;;;;;;;;;;;;;;;;;;;
20,г.,Шелковская;;;;;;;;;;;;;;;;;;;;;;;;;;
21,г.,Алатырь;;;;;;;;;;;;;;;;;;;;;;;;;;
21,г.,Канаш;;;;;;;;;;;;;;;;;;;;;;;;;;
21,г.,Козловка;;;;;;;;;;;;;;;;;;;;;;;;;;
21,г.,Мариинский;Посад;;;;;;;;;;;;;;;;;;;;;;;;;
21,г.,Новочебоксарск;;;;;;;;;;;;;;;;;;;;;;;;;;
21,г.,Цивильск;;;;;;;;;;;;;;;;;;;;;;;;;;
21,г.,Чебоксары;;;;;;;;;;;;;;;;;;;;;;;;;;
21,г.,Шумерля;;;;;;;;;;;;;;;;;;;;;;;;;;
21,г.,Ядрин;;;;;;;;;;;;;;;;;;;;;;;;;;
21,с/п,Ахматовское;;;;;;;;;;;;;;;;;;;;;;;;;;
21,с/п,Богатыревское;;;;;;;;;;;;;;;;;;;;;;;;;;
21,с/п,Большешатьминское;;;;;;;;;;;;;;;;;;;;;;;;;;
21,с/п,Восходское;;;;;;;;;;;;;;;;;;;;;;;;;;
21,с/п,Игорварское;;;;;;;;;;;;;;;;;;;;;;;;;;
21,с/п,Конарское;;;;;;;;;;;;;;;;;;;;;;;;;;
21,с/п,Красноармейское;;;;;;;;;;;;;;;;;;;;;;;;;;
21,с/п,Кувакинское;;;;;;;;;;;;;;;;;;;;;;;;;;
21,с/п,Малоянгорчинское;;;;;;;;;;;;;;;;;;;;;;;;;;
21,с/п,Михайловское;;;;;;;;;;;;;;;;;;;;;;;;;;
21,с/п,Октябрьское;;;;;;;;;;;;;;;;;;;;;;;;;;
21,с/п,Опытное;;;;;;;;;;;;;;;;;;;;;;;;;;
21,с/п,Тувсинское;;;;;;;;;;;;;;;;;;;;;;;;;;
21,с/п,Чиричкасинское;;;;;;;;;;;;;;;;;;;;;;;;;;
21,с/п,Яншихово-Челлинское;;;;;;;;;;;;;;;;;;;;;;;;;;
22,г.,Алейск;;;;;;;;;;;;;;;;;;;;;;;;;;
22,г.,Барнаул;;;;;;;;;;;;;;;;;;;;;;;;;;
22,г.,Белокуриха;;;;;;;;;;;;;;;;;;;;;;;;;;
22,г.,Бийск;;;;;;;;;;;;;;;;;;;;;;;;;;
22,г.,Горняк;;;;;;;;;;;;;;;;;;;;;;;;;;
22,г.,Заринск;;;;;;;;;;;;;;;;;;;;;;;;;;
22,г.,Змеиногорск;;;;;;;;;;;;;;;;;;;;;;;;;;
22,г.,Новоалтайск;;;;;;;;;;;;;;;;;;;;;;;;;;
22,г.,Рубцовск;;;;;;;;;;;;;;;;;;;;;;;;;;
22,г.,Славгород;;;;;;;;;;;;;;;;;;;;;;;;;;
22,г.,Яровое;;;;;;;;;;;;;;;;;;;;;;;;;;
22,г.,Камень-на-Оби;;;;;;;;;;;;;;;;;;;;;;;;;;
23,г.,Абинск;;;;;;;;;;;;;;;;;;;;;;;;;;
23,г.,Анапа;;;;;;;;;;;;;;;;;;;;;;;;;;
23,г.,Апшеронск;;;;;;;;;;;;;;;;;;;;;;;;;;
23,г.,Армавир;;;;;;;;;;;;;;;;;;;;;;;;;;
23,г.,Белореченск;;;;;;;;;;;;;;;;;;;;;;;;;;
23,г.,Геленджик;;;;;;;;;;;;;;;;;;;;;;;;;;
23,г.,Горячий;Ключ;;;;;;;;;;;;;;;;;;;;;;;;;
23,г.,Гулькевичи;;;;;;;;;;;;;;;;;;;;;;;;;;
23,г.,Ейск;;;;;;;;;;;;;;;;;;;;;;;;;;
23,г.,Кореновск;;;;;;;;;;;;;;;;;;;;;;;;;;
23,г.,Краснодар;;;;;;;;;;;;;;;;;;;;;;;;;;
23,г.,Крымск;;;;;;;;;;;;;;;;;;;;;;;;;;
23,г.,Курганинск;;;;;;;;;;;;;;;;;;;;;;;;;;
23,г.,Лабинск;;;;;;;;;;;;;;;;;;;;;;;;;;
23,г.,Новокубанск;;;;;;;;;;;;;;;;;;;;;;;;;;
23,г.,Новороссийск;;;;;;;;;;;;;;;;;;;;;;;;;;
23,г.,Приморско-Ахтарск;;;;;;;;;;;;;;;;;;;;;;;;;;
23,г.,Славянск-на-Кубани;;;;;;;;;;;;;;;;;;;;;;;;;;
23,г.,Сочи;;;;;;;;;;;;;;;;;;;;;;;;;;
23,г.,Темрюк;;;;;;;;;;;;;;;;;;;;;;;;;;
23,г.,Тимашевск;;;;;;;;;;;;;;;;;;;;;;;;;;
23,г.,Тихорецк;;;;;;;;;;;;;;;;;;;;;;;;;;
23,г.,Туапсе;;;;;;;;;;;;;;;;;;;;;;;;;;
23,г.,Усть-Лабинск;;;;;;;;;;;;;;;;;;;;;;;;;;
23,г.,Хадыженск;;;;;;;;;;;;;;;;;;;;;;;;;;
23,г.,Кропоткин;;;;;;;;;;;;;;;;;;;;;;;;;;
23,пгт,Сириус;;;;;;;;;;;;;;;;;;;;;;;;;;
24,г.,Артемовск;;;;;;;;;;;;;;;;;;;;;;;;;;
24,г.,Ачинск;;;;;;;;;;;;;;;;;;;;;;;;;;
24,г.,Боготол;;;;;;;;;;;;;;;;;;;;;;;;;;
24,г.,Бородино;;;;;;;;;;;;;;;;;;;;;;;;;;
24,г.,Дивногорск;;;;;;;;;;;;;;;;;;;;;;;;;;
24,г.,Дудинка;;;;;;;;;;;;;;;;;;;;;;;;;;
24,г.,Енисейск;;;;;;;;;;;;;;;;;;;;;;;;;;
24,г.,Железногорск;;;;;;;;;;;;;;;;;;;;;;;;;;
24,г.,Заозерный;;;;;;;;;;;;;;;;;;;;;;;;;;
24,г.,Зеленогорск;;;;;;;;;;;;;;;;;;;;;;;;;;
24,г.,Игарка;;;;;;;;;;;;;;;;;;;;;;;;;;
24,г.,Иланский;;;;;;;;;;;;;;;;;;;;;;;;;;
24,г.,Канск;;;;;;;;;;;;;;;;;;;;;;;;;;
24,г.,Кодинск;;;;;;;;;;;;;;;;;;;;;;;;;;
24,г.,Красноярск;;;;;;;;;;;;;;;;;;;;;;;;;;
24,г.,Лесосибирск;;;;;;;;;;;;;;;;;;;;;;;;;;
24,г.,Минусинск;;;;;;;;;;;;;;;;;;;;;;;;;;
24,г.,Назарово;;;;;;;;;;;;;;;;;;;;;;;;;;
24,г.,Норильск;;;;;;;;;;;;;;;;;;;;;;;;;;
24,г.,Сосновоборск;;;;;;;;;;;;;;;;;;;;;;;;;;
24,г.,Ужур;;;;;;;;;;;;;;;;;;;;;;;;;;
24,г.,Уяр;;;;;;;;;;;;;;;;;;;;;;;;;;
24,г.,Шарыпово;;;;;;;;;;;;;;;;;;;;;;;;;;
24,п,Подгорный;;;;;;;;;;;;;;;;;;;;;;;;;;
24,п,Солнечный;;;;;;;;;;;;;;;;;;;;;;;;;;
24,пгт,Кедровый;;;;;;;;;;;;;;;;;;;;;;;;;;
25,г.,Арсеньев;;;;;;;;;;;;;;;;;;;;;;;;;;
25,г.,Артем;;;;;;;;;;;;;;;;;;;;;;;;;;
25,г.,Большой;Камень;;;;;;;;;;;;;;;;;;;;;;;;;
25,г.,Владивосток;;;;;;;;;;;;;;;;;;;;;;;;;;
25,г.,Дальнегорск;;;;;;;;;;;;;;;;;;;;;;;;;;
25,г.,Дальнереченск;;;;;;;;;;;;;;;;;;;;;;;;;;
25,г.,Лесозаводск;;;;;;;;;;;;;;;;;;;;;;;;;;
25,г.,Находка;;;;;;;;;;;;;;;;;;;;;;;;;;
25,г.,Партизанск;;;;;;;;;;;;;;;;;;;;;;;;;;
25,г.,Спасск-Дальний;;;;;;;;;;;;;;;;;;;;;;;;;;
25,г.,Уссурийск;;;;;;;;;;;;;;;;;;;;;;;;;;
25,г.,Фокино;;;;;;;;;;;;;;;;;;;;;;;;;;
26,г.,Благодарный;;;;;;;;;;;;;;;;;;;;;;;;;;
26,г.,Буденновск;;;;;;;;;;;;;;;;;;;;;;;;;;
26,г.,Георгиевск;;;;;;;;;;;;;;;;;;;;;;;;;;
26,г.,Ессентуки;;;;;;;;;;;;;;;;;;;;;;;;;;
26,г.,Железноводск;;;;;;;;;;;;;;;;;;;;;;;;;;
26,г.,Зеленокумск;;;;;;;;;;;;;;;;;;;;;;;;;;
26,г.,Изобильный;;;;;;;;;;;;;;;;;;;;;;;;;;
26,г.,Ипатово;;;;;;;;;;;;;;;;;;;;;;;;;;
26,г.,Кисловодск;;;;;;;;;;;;;;;;;;;;;;;;;;
26,г.,Лермонтов;;;;;;;;;;;;;;;;;;;;;;;;;;
26,г.,Минеральные;Воды;;;;;;;;;;;;;;;;;;;;;;;;;
26,г.,Михайловск;;;;;;;;;;;;;;;;;;;;;;;;;;
26,г.,Невинномысск;;;;;;;;;;;;;;;;;;;;;;;;;;
26,г.,Нефтекумск;;;;;;;;;;;;;;;;;;;;;;;;;;
26,г.,Новоалександровск;;;;;;;;;;;;;;;;;;;;;;;;;;
26,г.,Новопавловск;;;;;;;;;;;;;;;;;;;;;;;;;;
26,г.,Пятигорск;;;;;;;;;;;;;;;;;;;;;;;;;;
26,г.,Светлоград;;;;;;;;;;;;;;;;;;;;;;;;;;
26,г.,Ставрополь;;;;;;;;;;;;;;;;;;;;;;;;;;
27,г.,Амурск;;;;;;;;;;;;;;;;;;;;;;;;;;
27,г.,Бикин;;;;;;;;;;;;;;;;;;;;;;;;;;
27,г.,Вяземский;;;;;;;;;;;;;;;;;;;;;;;;;;
27,г.,Комсомольск-на-Амуре;;;;;;;;;;;;;;;;;;;;;;;;;;
27,г.,Николаевск-на-Амуре;;;;;;;;;;;;;;;;;;;;;;;;;;
27,г.,Советская;Гавань;;;;;;;;;;;;;;;;;;;;;;;;;
27,г.,Хабаровск;;;;;;;;;;;;;;;;;;;;;;;;;;
28,г.,Белогорск;;;;;;;;;;;;;;;;;;;;;;;;;;
28,г.,Благовещенск;;;;;;;;;;;;;;;;;;;;;;;;;;
28,г.,Завитинск;;;;;;;;;;;;;;;;;;;;;;;;;;
28,г.,Зея;;;;;;;;;;;;;;;;;;;;;;;;;;
28,г.,Райчихинск;;;;;;;;;;;;;;;;;;;;;;;;;;
28,г.,Свободный;;;;;;;;;;;;;;;;;;;;;;;;;;
28,г.,Сковородино;;;;;;;;;;;;;;;;;;;;;;;;;;
28,г.,Тында;;;;;;;;;;;;;;;;;;;;;;;;;;
28,г.,Шимановск;;;;;;;;;;;;;;;;;;;;;;;;;;
28,г.,Циолковский;;;;;;;;;;;;;;;;;;;;;;;;;;
28,пгт,Прогресс;;;;;;;;;;;;;;;;;;;;;;;;;;
29,г.,Архангельск;;;;;;;;;;;;;;;;;;;;;;;;;;
29,г.,Вельск;;;;;;;;;;;;;;;;;;;;;;;;;;
29,г.,Каргополь;;;;;;;;;;;;;;;;;;;;;;;;;;
29,г.,Коряжма;;;;;;;;;;;;;;;;;;;;;;;;;;
29,г.,Котлас;;;;;;;;;;;;;;;;;;;;;;;;;;
29,г.,Мезень;;;;;;;;;;;;;;;;;;;;;;;;;;
29,г.,Мирный;;;;;;;;;;;;;;;;;;;;;;;;;;
29,г.,Новодвинск;;;;;;;;;;;;;;;;;;;;;;;;;;
29,г.,Няндома;;;;;;;;;;;;;;;;;;;;;;;;;;
29,г.,Северодвинск;;;;;;;;;;;;;;;;;;;;;;;;;;
29,г.,Сольвычегодск;;;;;;;;;;;;;;;;;;;;;;;;;;
29,г.,Шенкурск;;;;;;;;;;;;;;;;;;;;;;;;;;
29,г.,Онега;;;;;;;;;;;;;;;;;;;;;;;;;;
30,г.,Астрахань;;;;;;;;;;;;;;;;;;;;;;;;;;
30,г.,Ахтубинск;;;;;;;;;;;;;;;;;;;;;;;;;;
30,г.,Знаменск;;;;;;;;;;;;;;;;;;;;;;;;;;
30,г.,Камызяк;;;;;;;;;;;;;;;;;;;;;;;;;;
30,г.,Нариманов;;;;;;;;;;;;;;;;;;;;;;;;;;
30,г.,Харабали;;;;;;;;;;;;;;;;;;;;;;;;;;
31,г.,Алексеевка;;;;;;;;;;;;;;;;;;;;;;;;;;
31,г.,Белгород;;;;;;;;;;;;;;;;;;;;;;;;;;
31,г.,Бирюч;;;;;;;;;;;;;;;;;;;;;;;;;;
31,г.,Валуйки;;;;;;;;;;;;;;;;;;;;;;;;;;
31,г.,Грайворон;;;;;;;;;;;;;;;;;;;;;;;;;;
31,г.,Губкин;;;;;;;;;;;;;;;;;;;;;;;;;;
31,г.,Короча;;;;;;;;;;;;;;;;;;;;;;;;;;
31,г.,Новый;Оскол;;;;;;;;;;;;;;;;;;;;;;;;;
31,г.,Старый;Оскол;;;;;;;;;;;;;;;;;;;;;;;;;
31,г.,Строитель;;;;;;;;;;;;;;;;;;;;;;;;;;
31,г.,Шебекино;;;;;;;;;;;;;;;;;;;;;;;;;;
32,г.,Брянск;;;;;;;;;;;;;;;;;;;;;;;;;;
